83,79,77,85,82,81,86,80,78,84,3,98,2,4,97,100,99,5,6,1,57,59,65,58,62,66,63,61,64,60,14,7,8,9,12,16,10,13,11,15,56,55,54,53,48,52,49,47,51,50,21,18,26,20,22,19,17,25,23,24,95,89,93,90,91,88,87,92,94,96,44,39,37,38,46,42,40,45,41,43,73,75,70,68,72,71,76,74,67,69,35,32,36,28,29,30,33,34,31,27
63,59,57,65,62,61,66,60,58,64,83,78,82,84,77,80,79,85,86,81,37,39,45,38,42,46,43,41,44,40,94,87,88,89,92,96,90,93,91,95,36,35,34,33,28,32,29,27,31,30,1,98,6,100,2,99,97,5,3,4,75,69,73,70,71,68,67,72,74,76,24,19,17,18,26,22,20,25,21,23,53,55,50,48,52,51,56,54,47,49,15,12,16,8,9,10,13,14,11,7
53,49,47,55,52,51,56,50,48,54,73,68,72,74,67,70,69,75,76,71,27,29,35,28,32,36,33,31,34,30,84,77,78,79,82,86,80,83,81,85,26,25,24,23,18,22,19,17,21,20,91,88,96,90,92,89,87,95,93,94,65,59,63,60,61,58,57,62,64,66,14,9,7,8,16,12,10,15,11,13,43,45,40,38,42,41,46,44,37,39,5,2,6,98,99,100,3,4,1,97
73,69,67,75,72,71,76,70,68,74,93,88,92,94,87,90,89,95,96,91,47,49,55,48,52,56,53,51,54,50,4,97,98,99,2,6,100,3,1,5,46,45,44,43,38,42,39,37,41,40,11,8,16,10,12,9,7,15,13,14,85,79,83,80,81,78,77,82,84,86,34,29,27,28,36,32,30,35,31,33,63,65,60,58,62,61,66,64,57,59,25,22,26,18,19,20,23,24,21,17
92,88,86,94,91,90,95,89,87,93,12,7,11,13,6,9,8,14,15,10,66,68,74,67,71,75,72,70,73,69,23,16,17,18,21,25,19,22,20,24,65,64,63,62,57,61,58,56,60,59,30,27,35,29,31,28,26,34,32,33,4,98,2,99,100,97,96,1,3,5,53,48,46,47,55,51,49,54,50,52,82,84,79,77,81,80,85,83,76,78,44,41,45,37,38,39,42,43,40,36
2,98,96,4,1,100,5,99,97,3,22,17,21,23,16,19,18,24,25,20,76,78,84,77,81,85,82,80,83,79,33,26,27,28,31,35,29,32,30,34,75,74,73,72,67,71,68,66,70,69,40,37,45,39,41,38,36,44,42,43,14,8,12,9,10,7,6,11,13,15,63,58,56,57,65,61,59,64,60,62,92,94,89,87,91,90,95,93,86,88,54,51,55,47,48,49,52,53,50,46
32,28,26,34,31,30,35,29,27,33,52,47,51,53,46,49,48,54,55,50,6,8,14,7,11,15,12,10,13,9,63,56,57,58,61,65,59,62,60,64,5,4,3,2,97,1,98,96,100,99,70,67,75,69,71,68,66,74,72,73,44,38,42,39,40,37,36,41,43,45,93,88,86,87,95,91,89,94,90,92,22,24,19,17,21,20,25,23,16,18,84,81,85,77,78,79,82,83,80,76
22,18,16,24,21,20,25,19,17,23,42,37,41,43,36,39,38,44,45,40,96,98,4,97,1,5,2,100,3,99,53,46,47,48,51,55,49,52,50,54,95,94,93,92,87,91,88,86,90,89,60,57,65,59,61,58,56,64,62,63,34,28,32,29,30,27,26,31,33,35,83,78,76,77,85,81,79,84,80,82,12,14,9,7,11,10,15,13,6,8,74,71,75,67,68,69,72,73,70,66
52,48,46,54,51,50,55,49,47,53,72,67,71,73,66,69,68,74,75,70,26,28,34,27,31,35,32,30,33,29,83,76,77,78,81,85,79,82,80,84,25,24,23,22,17,21,18,16,20,19,90,87,95,89,91,88,86,94,92,93,64,58,62,59,60,57,56,61,63,65,13,8,6,7,15,11,9,14,10,12,42,44,39,37,41,40,45,43,36,38,4,1,5,97,98,99,2,3,100,96
82,78,76,84,81,80,85,79,77,83,2,97,1,3,96,99,98,4,5,100,56,58,64,57,61,65,62,60,63,59,13,6,7,8,11,15,9,12,10,14,55,54,53,52,47,51,48,46,50,49,20,17,25,19,21,18,16,24,22,23,94,88,92,89,90,87,86,91,93,95,43,38,36,37,45,41,39,44,40,42,72,74,69,67,71,70,75,73,66,68,34,31,35,27,28,29,32,33,30,26
42,38,36,44,41,40,45,39,37,43,62,57,61,63,56,59,58,64,65,60,16,18,24,17,21,25,22,20,23,19,73,66,67,68,71,75,69,72,70,74,15,14,13,12,7,11,8,6,10,9,80,77,85,79,81,78,76,84,82,83,54,48,52,49,50,47,46,51,53,55,3,98,96,97,5,1,99,4,100,2,32,34,29,27,31,30,35,33,26,28,94,91,95,87,88,89,92,93,90,86
72,68,66,74,71,70,75,69,67,73,92,87,91,93,86,89,88,94,95,90,46,48,54,47,51,55,52,50,53,49,3,96,97,98,1,5,99,2,100,4,45,44,43,42,37,41,38,36,40,39,10,7,15,9,11,8,6,14,12,13,84,78,82,79,80,77,76,81,83,85,33,28,26,27,35,31,29,34,30,32,62,64,59,57,61,60,65,63,56,58,24,21,25,17,18,19,22,23,20,16
12,8,6,14,11,10,15,9,7,13,32,27,31,33,26,29,28,34,35,30,86,88,94,87,91,95,92,90,93,89,43,36,37,38,41,45,39,42,40,44,85,84,83,82,77,81,78,76,80,79,50,47,55,49,51,48,46,54,52,53,24,18,22,19,20,17,16,21,23,25,73,68,66,67,75,71,69,74,70,72,2,4,99,97,1,100,5,3,96,98,64,61,65,57,58,59,62,63,60,56
62,58,56,64,61,60,65,59,57,63,82,77,81,83,76,79,78,84,85,80,36,38,44,37,41,45,42,40,43,39,93,86,87,88,91,95,89,92,90,94,35,34,33,32,27,31,28,26,30,29,100,97,5,99,1,98,96,4,2,3,74,68,72,69,70,67,66,71,73,75,23,18,16,17,25,21,19,24,20,22,52,54,49,47,51,50,55,53,46,48,14,11,15,7,8,9,12,13,10,6
85,81,79,87,84,83,88,82,80,86,5,100,4,6,99,2,1,7,8,3,59,61,67,60,64,68,65,63,66,62,16,9,10,11,14,18,12,15,13,17,58,57,56,55,50,54,51,49,53,52,23,20,28,22,24,21,19,27,25,26,97,91,95,92,93,90,89,94,96,98,46,41,39,40,48,44,42,47,43,45,75,77,72,70,74,73,78,76,69,71,37,34,38,30,31,32,35,36,33,29
75,71,69,77,74,73,78,72,70,76,95,90,94,96,89,92,91,97,98,93,49,51,57,50,54,58,55,53,56,52,6,99,100,1,4,8,2,5,3,7,48,47,46,45,40,44,41,39,43,42,13,10,18,12,14,11,9,17,15,16,87,81,85,82,83,80,79,84,86,88,36,31,29,30,38,34,32,37,33,35,65,67,62,60,64,63,68,66,59,61,27,24,28,20,21,22,25,26,23,19
15,11,9,17,14,13,18,12,10,16,35,30,34,36,29,32,31,37,38,33,89,91,97,90,94,98,95,93,96,92,46,39,40,41,44,48,42,45,43,47,88,87,86,85,80,84,81,79,83,82,53,50,58,52,54,51,49,57,55,56,27,21,25,22,23,20,19,24,26,28,76,71,69,70,78,74,72,77,73,75,5,7,2,100,4,3,8,6,99,1,67,64,68,60,61,62,65,66,63,59
45,41,39,47,44,43,48,42,40,46,65,60,64,66,59,62,61,67,68,63,19,21,27,20,24,28,25,23,26,22,76,69,70,71,74,78,72,75,73,77,18,17,16,15,10,14,11,9,13,12,83,80,88,82,84,81,79,87,85,86,57,51,55,52,53,50,49,54,56,58,6,1,99,100,8,4,2,7,3,5,35,37,32,30,34,33,38,36,29,31,97,94,98,90,91,92,95,96,93,89
5,1,99,7,4,3,8,2,100,6,25,20,24,26,19,22,21,27,28,23,79,81,87,80,84,88,85,83,86,82,36,29,30,31,34,38,32,35,33,37,78,77,76,75,70,74,71,69,73,72,43,40,48,42,44,41,39,47,45,46,17,11,15,12,13,10,9,14,16,18,66,61,59,60,68,64,62,67,63,65,95,97,92,90,94,93,98,96,89,91,57,54,58,50,51,52,55,56,53,49
55,51,49,57,54,53,58,52,50,56,75,70,74,76,69,72,71,77,78,73,29,31,37,30,34,38,35,33,36,32,86,79,80,81,84,88,82,85,83,87,28,27,26,25,20,24,21,19,23,22,93,90,98,92,94,91,89,97,95,96,67,61,65,62,63,60,59,64,66,68,16,11,9,10,18,14,12,17,13,15,45,47,42,40,44,43,48,46,39,41,7,4,8,100,1,2,5,6,3,99
65,61,59,67,64,63,68,62,60,66,85,80,84,86,79,82,81,87,88,83,39,41,47,40,44,48,45,43,46,42,96,89,90,91,94,98,92,95,93,97,38,37,36,35,30,34,31,29,33,32,3,100,8,2,4,1,99,7,5,6,77,71,75,72,73,70,69,74,76,78,26,21,19,20,28,24,22,27,23,25,55,57,52,50,54,53,58,56,49,51,17,14,18,10,11,12,15,16,13,9
25,21,19,27,24,23,28,22,20,26,45,40,44,46,39,42,41,47,48,43,99,1,7,100,4,8,5,3,6,2,56,49,50,51,54,58,52,55,53,57,98,97,96,95,90,94,91,89,93,92,63,60,68,62,64,61,59,67,65,66,37,31,35,32,33,30,29,34,36,38,86,81,79,80,88,84,82,87,83,85,15,17,12,10,14,13,18,16,9,11,77,74,78,70,71,72,75,76,73,69
95,91,89,97,94,93,98,92,90,96,15,10,14,16,9,12,11,17,18,13,69,71,77,70,74,78,75,73,76,72,26,19,20,21,24,28,22,25,23,27,68,67,66,65,60,64,61,59,63,62,33,30,38,32,34,31,29,37,35,36,7,1,5,2,3,100,99,4,6,8,56,51,49,50,58,54,52,57,53,55,85,87,82,80,84,83,88,86,79,81,47,44,48,40,41,42,45,46,43,39
35,31,29,37,34,33,38,32,30,36,55,50,54,56,49,52,51,57,58,53,9,11,17,10,14,18,15,13,16,12,66,59,60,61,64,68,62,65,63,67,8,7,6,5,100,4,1,99,3,2,73,70,78,72,74,71,69,77,75,76,47,41,45,42,43,40,39,44,46,48,96,91,89,90,98,94,92,97,93,95,25,27,22,20,24,23,28,26,19,21,87,84,88,80,81,82,85,86,83,79
77,73,71,79,76,75,80,74,72,78,97,92,96,98,91,94,93,99,100,95,51,53,59,52,56,60,57,55,58,54,8,1,2,3,6,10,4,7,5,9,50,49,48,47,42,46,43,41,45,44,15,12,20,14,16,13,11,19,17,18,89,83,87,84,85,82,81,86,88,90,38,33,31,32,40,36,34,39,35,37,67,69,64,62,66,65,70,68,61,63,29,26,30,22,23,24,27,28,25,21
57,53,51,59,56,55,60,54,52,58,77,72,76,78,71,74,73,79,80,75,31,33,39,32,36,40,37,35,38,34,88,81,82,83,86,90,84,87,85,89,30,29,28,27,22,26,23,21,25,24,95,92,100,94,96,93,91,99,97,98,69,63,67,64,65,62,61,66,68,70,18,13,11,12,20,16,14,19,15,17,47,49,44,42,46,45,50,48,41,43,9,6,10,2,3,4,7,8,5,1
87,83,81,89,86,85,90,84,82,88,7,2,6,8,1,4,3,9,10,5,61,63,69,62,66,70,67,65,68,64,18,11,12,13,16,20,14,17,15,19,60,59,58,57,52,56,53,51,55,54,25,22,30,24,26,23,21,29,27,28,99,93,97,94,95,92,91,96,98,100,48,43,41,42,50,46,44,49,45,47,77,79,74,72,76,75,80,78,71,73,39,36,40,32,33,34,37,38,35,31
97,93,91,99,96,95,100,94,92,98,17,12,16,18,11,14,13,19,20,15,71,73,79,72,76,80,77,75,78,74,28,21,22,23,26,30,24,27,25,29,70,69,68,67,62,66,63,61,65,64,35,32,40,34,36,33,31,39,37,38,9,3,7,4,5,2,1,6,8,10,58,53,51,52,60,56,54,59,55,57,87,89,84,82,86,85,90,88,81,83,49,46,50,42,43,44,47,48,45,41
37,33,31,39,36,35,40,34,32,38,57,52,56,58,51,54,53,59,60,55,11,13,19,12,16,20,17,15,18,14,68,61,62,63,66,70,64,67,65,69,10,9,8,7,2,6,3,1,5,4,75,72,80,74,76,73,71,79,77,78,49,43,47,44,45,42,41,46,48,50,98,93,91,92,100,96,94,99,95,97,27,29,24,22,26,25,30,28,21,23,89,86,90,82,83,84,87,88,85,81
7,3,1,9,6,5,10,4,2,8,27,22,26,28,21,24,23,29,30,25,81,83,89,82,86,90,87,85,88,84,38,31,32,33,36,40,34,37,35,39,80,79,78,77,72,76,73,71,75,74,45,42,50,44,46,43,41,49,47,48,19,13,17,14,15,12,11,16,18,20,68,63,61,62,70,66,64,69,65,67,97,99,94,92,96,95,100,98,91,93,59,56,60,52,53,54,57,58,55,51
27,23,21,29,26,25,30,24,22,28,47,42,46,48,41,44,43,49,50,45,1,3,9,2,6,10,7,5,8,4,58,51,52,53,56,60,54,57,55,59,100,99,98,97,92,96,93,91,95,94,65,62,70,64,66,63,61,69,67,68,39,33,37,34,35,32,31,36,38,40,88,83,81,82,90,86,84,89,85,87,17,19,14,12,16,15,20,18,11,13,79,76,80,72,73,74,77,78,75,71
17,13,11,19,16,15,20,14,12,18,37,32,36,38,31,34,33,39,40,35,91,93,99,92,96,100,97,95,98,94,48,41,42,43,46,50,44,47,45,49,90,89,88,87,82,86,83,81,85,84,55,52,60,54,56,53,51,59,57,58,29,23,27,24,25,22,21,26,28,30,78,73,71,72,80,76,74,79,75,77,7,9,4,2,6,5,10,8,1,3,69,66,70,62,63,64,67,68,65,61
47,43,41,49,46,45,50,44,42,48,67,62,66,68,61,64,63,69,70,65,21,23,29,22,26,30,27,25,28,24,78,71,72,73,76,80,74,77,75,79,20,19,18,17,12,16,13,11,15,14,85,82,90,84,86,83,81,89,87,88,59,53,57,54,55,52,51,56,58,60,8,3,1,2,10,6,4,9,5,7,37,39,34,32,36,35,40,38,31,33,99,96,100,92,93,94,97,98,95,91
67,63,61,69,66,65,70,64,62,68,87,82,86,88,81,84,83,89,90,85,41,43,49,42,46,50,47,45,48,44,98,91,92,93,96,100,94,97,95,99,40,39,38,37,32,36,33,31,35,34,5,2,10,4,6,3,1,9,7,8,79,73,77,74,75,72,71,76,78,80,28,23,21,22,30,26,24,29,25,27,57,59,54,52,56,55,60,58,51,53,19,16,20,12,13,14,17,18,15,11
99,95,93,1,98,97,2,96,94,100,19,14,18,20,13,16,15,21,22,17,73,75,81,74,78,82,79,77,80,76,30,23,24,25,28,32,26,29,27,31,72,71,70,69,64,68,65,63,67,66,37,34,42,36,38,35,33,41,39,40,11,5,9,6,7,4,3,8,10,12,60,55,53,54,62,58,56,61,57,59,89,91,86,84,88,87,92,90,83,85,51,48,52,44,45,46,49,50,47,43
79,75,73,81,78,77,82,76,74,80,99,94,98,100,93,96,95,1,2,97,53,55,61,54,58,62,59,57,60,56,10,3,4,5,8,12,6,9,7,11,52,51,50,49,44,48,45,43,47,46,17,14,22,16,18,15,13,21,19,20,91,85,89,86,87,84,83,88,90,92,40,35,33,34,42,38,36,41,37,39,69,71,66,64,68,67,72,70,63,65,31,28,32,24,25,26,29,30,27,23
59,55,53,61,58,57,62,56,54,60,79,74,78,80,73,76,75,81,82,77,33,35,41,34,38,42,39,37,40,36,90,83,84,85,88,92,86,89,87,91,32,31,30,29,24,28,25,23,27,26,97,94,2,96,98,95,93,1,99,100,71,65,69,66,67,64,63,68,70,72,20,15,13,14,22,18,16,21,17,19,49,51,46,44,48,47,52,50,43,45,11,8,12,4,5,6,9,10,7,3
69,65,63,71,68,67,72,66,64,70,89,84,88,90,83,86,85,91,92,87,43,45,51,44,48,52,49,47,50,46,100,93,94,95,98,2,96,99,97,1,42,41,40,39,34,38,35,33,37,36,7,4,12,6,8,5,3,11,9,10,81,75,79,76,77,74,73,78,80,82,30,25,23,24,32,28,26,31,27,29,59,61,56,54,58,57,62,60,53,55,21,18,22,14,15,16,19,20,17,13
49,45,43,51,48,47,52,46,44,50,69,64,68,70,63,66,65,71,72,67,23,25,31,24,28,32,29,27,30,26,80,73,74,75,78,82,76,79,77,81,22,21,20,19,14,18,15,13,17,16,87,84,92,86,88,85,83,91,89,90,61,55,59,56,57,54,53,58,60,62,10,5,3,4,12,8,6,11,7,9,39,41,36,34,38,37,42,40,33,35,1,98,2,94,95,96,99,100,97,93
9,5,3,11,8,7,12,6,4,10,29,24,28,30,23,26,25,31,32,27,83,85,91,84,88,92,89,87,90,86,40,33,34,35,38,42,36,39,37,41,82,81,80,79,74,78,75,73,77,76,47,44,52,46,48,45,43,51,49,50,21,15,19,16,17,14,13,18,20,22,70,65,63,64,72,68,66,71,67,69,99,1,96,94,98,97,2,100,93,95,61,58,62,54,55,56,59,60,57,53
39,35,33,41,38,37,42,36,34,40,59,54,58,60,53,56,55,61,62,57,13,15,21,14,18,22,19,17,20,16,70,63,64,65,68,72,66,69,67,71,12,11,10,9,4,8,5,3,7,6,77,74,82,76,78,75,73,81,79,80,51,45,49,46,47,44,43,48,50,52,100,95,93,94,2,98,96,1,97,99,29,31,26,24,28,27,32,30,23,25,91,88,92,84,85,86,89,90,87,83
89,85,83,91,88,87,92,86,84,90,9,4,8,10,3,6,5,11,12,7,63,65,71,64,68,72,69,67,70,66,20,13,14,15,18,22,16,19,17,21,62,61,60,59,54,58,55,53,57,56,27,24,32,26,28,25,23,31,29,30,1,95,99,96,97,94,93,98,100,2,50,45,43,44,52,48,46,51,47,49,79,81,76,74,78,77,82,80,73,75,41,38,42,34,35,36,39,40,37,33
29,25,23,31,28,27,32,26,24,30,49,44,48,50,43,46,45,51,52,47,3,5,11,4,8,12,9,7,10,6,60,53,54,55,58,62,56,59,57,61,2,1,100,99,94,98,95,93,97,96,67,64,72,66,68,65,63,71,69,70,41,35,39,36,37,34,33,38,40,42,90,85,83,84,92,88,86,91,87,89,19,21,16,14,18,17,22,20,13,15,81,78,82,74,75,76,79,80,77,73
19,15,13,21,18,17,22,16,14,20,39,34,38,40,33,36,35,41,42,37,93,95,1,94,98,2,99,97,100,96,50,43,44,45,48,52,46,49,47,51,92,91,90,89,84,88,85,83,87,86,57,54,62,56,58,55,53,61,59,60,31,25,29,26,27,24,23,28,30,32,80,75,73,74,82,78,76,81,77,79,9,11,6,4,8,7,12,10,3,5,71,68,72,64,65,66,69,70,67,63
66,62,60,68,65,64,69,63,61,67,86,81,85,87,80,83,82,88,89,84,40,42,48,41,45,49,46,44,47,43,97,90,91,92,95,99,93,96,94,98,39,38,37,36,31,35,32,30,34,33,4,1,9,3,5,2,100,8,6,7,78,72,76,73,74,71,70,75,77,79,27,22,20,21,29,25,23,28,24,26,56,58,53,51,55,54,59,57,50,52,18,15,19,11,12,13,16,17,14,10
56,52,50,58,55,54,59,53,51,57,76,71,75,77,70,73,72,78,79,74,30,32,38,31,35,39,36,34,37,33,87,80,81,82,85,89,83,86,84,88,29,28,27,26,21,25,22,20,24,23,94,91,99,93,95,92,90,98,96,97,68,62,66,63,64,61,60,65,67,69,17,12,10,11,19,15,13,18,14,16,46,48,43,41,45,44,49,47,40,42,8,5,9,1,2,3,6,7,4,100
26,22,20,28,25,24,29,23,21,27,46,41,45,47,40,43,42,48,49,44,100,2,8,1,5,9,6,4,7,3,57,50,51,52,55,59,53,56,54,58,99,98,97,96,91,95,92,90,94,93,64,61,69,63,65,62,60,68,66,67,38,32,36,33,34,31,30,35,37,39,87,82,80,81,89,85,83,88,84,86,16,18,13,11,15,14,19,17,10,12,78,75,79,71,72,73,76,77,74,70
76,72,70,78,75,74,79,73,71,77,96,91,95,97,90,93,92,98,99,94,50,52,58,51,55,59,56,54,57,53,7,100,1,2,5,9,3,6,4,8,49,48,47,46,41,45,42,40,44,43,14,11,19,13,15,12,10,18,16,17,88,82,86,83,84,81,80,85,87,89,37,32,30,31,39,35,33,38,34,36,66,68,63,61,65,64,69,67,60,62,28,25,29,21,22,23,26,27,24,20
6,2,100,8,5,4,9,3,1,7,26,21,25,27,20,23,22,28,29,24,80,82,88,81,85,89,86,84,87,83,37,30,31,32,35,39,33,36,34,38,79,78,77,76,71,75,72,70,74,73,44,41,49,43,45,42,40,48,46,47,18,12,16,13,14,11,10,15,17,19,67,62,60,61,69,65,63,68,64,66,96,98,93,91,95,94,99,97,90,92,58,55,59,51,52,53,56,57,54,50
16,12,10,18,15,14,19,13,11,17,36,31,35,37,30,33,32,38,39,34,90,92,98,91,95,99,96,94,97,93,47,40,41,42,45,49,43,46,44,48,89,88,87,86,81,85,82,80,84,83,54,51,59,53,55,52,50,58,56,57,28,22,26,23,24,21,20,25,27,29,77,72,70,71,79,75,73,78,74,76,6,8,3,1,5,4,9,7,100,2,68,65,69,61,62,63,66,67,64,60
96,92,90,98,95,94,99,93,91,97,16,11,15,17,10,13,12,18,19,14,70,72,78,71,75,79,76,74,77,73,27,20,21,22,25,29,23,26,24,28,69,68,67,66,61,65,62,60,64,63,34,31,39,33,35,32,30,38,36,37,8,2,6,3,4,1,100,5,7,9,57,52,50,51,59,55,53,58,54,56,86,88,83,81,85,84,89,87,80,82,48,45,49,41,42,43,46,47,44,40
86,82,80,88,85,84,89,83,81,87,6,1,5,7,100,3,2,8,9,4,60,62,68,61,65,69,66,64,67,63,17,10,11,12,15,19,13,16,14,18,59,58,57,56,51,55,52,50,54,53,24,21,29,23,25,22,20,28,26,27,98,92,96,93,94,91,90,95,97,99,47,42,40,41,49,45,43,48,44,46,76,78,73,71,75,74,79,77,70,72,38,35,39,31,32,33,36,37,34,30
46,42,40,48,45,44,49,43,41,47,66,61,65,67,60,63,62,68,69,64,20,22,28,21,25,29,26,24,27,23,77,70,71,72,75,79,73,76,74,78,19,18,17,16,11,15,12,10,14,13,84,81,89,83,85,82,80,88,86,87,58,52,56,53,54,51,50,55,57,59,7,2,100,1,9,5,3,8,4,6,36,38,33,31,35,34,39,37,30,32,98,95,99,91,92,93,96,97,94,90
36,32,30,38,35,34,39,33,31,37,56,51,55,57,50,53,52,58,59,54,10,12,18,11,15,19,16,14,17,13,67,60,61,62,65,69,63,66,64,68,9,8,7,6,1,5,2,100,4,3,74,71,79,73,75,72,70,78,76,77,48,42,46,43,44,41,40,45,47,49,97,92,90,91,99,95,93,98,94,96,26,28,23,21,25,24,29,27,20,22,88,85,89,81,82,83,86,87,84,80
