51,48,47,50,49,54,55,52,53,61,56,58,62,63,57,64,59,60,67,72,69,70,68,71,66,73,65,81,80,76,75,74,79,1,77,78,4,2,5,8,7,10,3,9,6,13,18,15,16,14,19,12,11,17,22,26,20,28,27,25,23,21,24,36,35,33,34,37,29,32,30,31,40,38,39,44,46,42,41,45,43
60,57,56,59,58,63,64,61,62,70,65,67,71,72,66,73,68,69,76,81,78,79,77,80,75,1,74,9,8,4,3,2,7,10,5,6,13,11,14,17,16,19,12,18,15,22,27,24,25,23,28,21,20,26,31,35,29,37,36,34,32,30,33,45,44,42,43,46,38,41,39,40,49,47,48,53,55,51,50,54,52
15,12,11,14,13,18,19,16,17,25,20,22,26,27,21,28,23,24,31,36,33,34,32,35,30,37,29,45,44,40,39,38,43,46,41,42,49,47,50,53,52,55,48,54,51,58,63,60,61,59,64,57,56,62,67,71,65,73,72,70,68,66,69,81,80,78,79,1,74,77,75,76,4,2,3,8,10,6,5,9,7
24,21,20,23,22,27,28,25,26,34,29,31,35,36,30,37,32,33,40,45,42,43,41,44,39,46,38,54,53,49,48,47,52,55,50,51,58,56,59,62,61,64,57,63,60,67,72,69,70,68,73,66,65,71,76,80,74,1,81,79,77,75,78,9,8,6,7,10,2,5,3,4,13,11,12,17,19,15,14,18,16
42,39,38,41,40,45,46,43,44,52,47,49,53,54,48,55,50,51,58,63,60,61,59,62,57,64,56,72,71,67,66,65,70,73,68,69,76,74,77,80,79,1,75,81,78,4,9,6,7,5,10,3,2,8,13,17,11,19,18,16,14,12,15,27,26,24,25,28,20,23,21,22,31,29,30,35,37,33,32,36,34
78,75,74,77,76,81,1,79,80,7,2,4,8,9,3,10,5,6,13,18,15,16,14,17,12,19,11,27,26,22,21,20,25,28,23,24,31,29,32,35,34,37,30,36,33,40,45,42,43,41,46,39,38,44,49,53,47,55,54,52,50,48,51,63,62,60,61,64,56,59,57,58,67,65,66,71,73,69,68,72,70
33,30,29,32,31,36,37,34,35,43,38,40,44,45,39,46,41,42,49,54,51,52,50,53,48,55,47,63,62,58,57,56,61,64,59,60,67,65,68,71,70,73,66,72,69,76,81,78,79,77,1,75,74,80,4,8,2,10,9,7,5,3,6,18,17,15,16,19,11,14,12,13,22,20,21,26,28,24,23,27,25
69,66,65,68,67,72,73,70,71,79,74,76,80,81,75,1,77,78,4,9,6,7,5,8,3,10,2,18,17,13,12,11,16,19,14,15,22,20,23,26,25,28,21,27,24,31,36,33,34,32,37,30,29,35,40,44,38,46,45,43,41,39,42,54,53,51,52,55,47,50,48,49,58,56,57,62,64,60,59,63,61
43,40,39,42,41,46,47,44,45,53,48,50,54,55,49,56,51,52,59,64,61,62,60,63,58,65,57,73,72,68,67,66,71,74,69,70,77,75,78,81,80,2,76,1,79,5,10,7,8,6,11,4,3,9,14,18,12,20,19,17,15,13,16,28,27,25,26,29,21,24,22,23,32,30,31,36,38,34,33,37,35
7,4,3,6,5,10,11,8,9,17,12,14,18,19,13,20,15,16,23,28,25,26,24,27,22,29,21,37,36,32,31,30,35,38,33,34,41,39,42,45,44,47,40,46,43,50,55,52,53,51,56,49,48,54,59,63,57,65,64,62,60,58,61,73,72,70,71,74,66,69,67,68,77,75,76,81,2,79,78,1,80
70,67,66,69,68,73,74,71,72,80,75,77,81,1,76,2,78,79,5,10,7,8,6,9,4,11,3,19,18,14,13,12,17,20,15,16,23,21,24,27,26,29,22,28,25,32,37,34,35,33,38,31,30,36,41,45,39,47,46,44,42,40,43,55,54,52,53,56,48,51,49,50,59,57,58,63,65,61,60,64,62
16,13,12,15,14,19,20,17,18,26,21,23,27,28,22,29,24,25,32,37,34,35,33,36,31,38,30,46,45,41,40,39,44,47,42,43,50,48,51,54,53,56,49,55,52,59,64,61,62,60,65,58,57,63,68,72,66,74,73,71,69,67,70,1,81,79,80,2,75,78,76,77,5,3,4,9,11,7,6,10,8
79,76,75,78,77,1,2,80,81,8,3,5,9,10,4,11,6,7,14,19,16,17,15,18,13,20,12,28,27,23,22,21,26,29,24,25,32,30,33,36,35,38,31,37,34,41,46,43,44,42,47,40,39,45,50,54,48,56,55,53,51,49,52,64,63,61,62,65,57,60,58,59,68,66,67,72,74,70,69,73,71
34,31,30,33,32,37,38,35,36,44,39,41,45,46,40,47,42,43,50,55,52,53,51,54,49,56,48,64,63,59,58,57,62,65,60,61,68,66,69,72,71,74,67,73,70,77,1,79,80,78,2,76,75,81,5,9,3,11,10,8,6,4,7,19,18,16,17,20,12,15,13,14,23,21,22,27,29,25,24,28,26
25,22,21,24,23,28,29,26,27,35,30,32,36,37,31,38,33,34,41,46,43,44,42,45,40,47,39,55,54,50,49,48,53,56,51,52,59,57,60,63,62,65,58,64,61,68,73,70,71,69,74,67,66,72,77,81,75,2,1,80,78,76,79,10,9,7,8,11,3,6,4,5,14,12,13,18,20,16,15,19,17
52,49,48,51,50,55,56,53,54,62,57,59,63,64,58,65,60,61,68,73,70,71,69,72,67,74,66,1,81,77,76,75,80,2,78,79,5,3,6,9,8,11,4,10,7,14,19,16,17,15,20,13,12,18,23,27,21,29,28,26,24,22,25,37,36,34,35,38,30,33,31,32,41,39,40,45,47,43,42,46,44
61,58,57,60,59,64,65,62,63,71,66,68,72,73,67,74,69,70,77,1,79,80,78,81,76,2,75,10,9,5,4,3,8,11,6,7,14,12,15,18,17,20,13,19,16,23,28,25,26,24,29,22,21,27,32,36,30,38,37,35,33,31,34,46,45,43,44,47,39,42,40,41,50,48,49,54,56,52,51,55,53
26,23,22,25,24,29,30,27,28,36,31,33,37,38,32,39,34,35,42,47,44,45,43,46,41,48,40,56,55,51,50,49,54,57,52,53,60,58,61,64,63,66,59,65,62,69,74,71,72,70,75,68,67,73,78,1,76,3,2,81,79,77,80,11,10,8,9,12,4,7,5,6,15,13,14,19,21,17,16,20,18
80,77,76,79,78,2,3,81,1,9,4,6,10,11,5,12,7,8,15,20,17,18,16,19,14,21,13,29,28,24,23,22,27,30,25,26,33,31,34,37,36,39,32,38,35,42,47,44,45,43,48,41,40,46,51,55,49,57,56,54,52,50,53,65,64,62,63,66,58,61,59,60,69,67,68,73,75,71,70,74,72
35,32,31,34,33,38,39,36,37,45,40,42,46,47,41,48,43,44,51,56,53,54,52,55,50,57,49,65,64,60,59,58,63,66,61,62,69,67,70,73,72,75,68,74,71,78,2,80,81,79,3,77,76,1,6,10,4,12,11,9,7,5,8,20,19,17,18,21,13,16,14,15,24,22,23,28,30,26,25,29,27
53,50,49,52,51,56,57,54,55,63,58,60,64,65,59,66,61,62,69,74,71,72,70,73,68,75,67,2,1,78,77,76,81,3,79,80,6,4,7,10,9,12,5,11,8,15,20,17,18,16,21,14,13,19,24,28,22,30,29,27,25,23,26,38,37,35,36,39,31,34,32,33,42,40,41,46,48,44,43,47,45
8,5,4,7,6,11,12,9,10,18,13,15,19,20,14,21,16,17,24,29,26,27,25,28,23,30,22,38,37,33,32,31,36,39,34,35,42,40,43,46,45,48,41,47,44,51,56,53,54,52,57,50,49,55,60,64,58,66,65,63,61,59,62,74,73,71,72,75,67,70,68,69,78,76,77,1,3,80,79,2,81
17,14,13,16,15,20,21,18,19,27,22,24,28,29,23,30,25,26,33,38,35,36,34,37,32,39,31,47,46,42,41,40,45,48,43,44,51,49,52,55,54,57,50,56,53,60,65,62,63,61,66,59,58,64,69,73,67,75,74,72,70,68,71,2,1,80,81,3,76,79,77,78,6,4,5,10,12,8,7,11,9
62,59,58,61,60,65,66,63,64,72,67,69,73,74,68,75,70,71,78,2,80,81,79,1,77,3,76,11,10,6,5,4,9,12,7,8,15,13,16,19,18,21,14,20,17,24,29,26,27,25,30,23,22,28,33,37,31,39,38,36,34,32,35,47,46,44,45,48,40,43,41,42,51,49,50,55,57,53,52,56,54
71,68,67,70,69,74,75,72,73,81,76,78,1,2,77,3,79,80,6,11,8,9,7,10,5,12,4,20,19,15,14,13,18,21,16,17,24,22,25,28,27,30,23,29,26,33,38,35,36,34,39,32,31,37,42,46,40,48,47,45,43,41,44,56,55,53,54,57,49,52,50,51,60,58,59,64,66,62,61,65,63
44,41,40,43,42,47,48,45,46,54,49,51,55,56,50,57,52,53,60,65,62,63,61,64,59,66,58,74,73,69,68,67,72,75,70,71,78,76,79,1,81,3,77,2,80,6,11,8,9,7,12,5,4,10,15,19,13,21,20,18,16,14,17,29,28,26,27,30,22,25,23,24,33,31,32,37,39,35,34,38,36
81,78,77,80,79,3,4,1,2,10,5,7,11,12,6,13,8,9,16,21,18,19,17,20,15,22,14,30,29,25,24,23,28,31,26,27,34,32,35,38,37,40,33,39,36,43,48,45,46,44,49,42,41,47,52,56,50,58,57,55,53,51,54,66,65,63,64,67,59,62,60,61,70,68,69,74,76,72,71,75,73
54,51,50,53,52,57,58,55,56,64,59,61,65,66,60,67,62,63,70,75,72,73,71,74,69,76,68,3,2,79,78,77,1,4,80,81,7,5,8,11,10,13,6,12,9,16,21,18,19,17,22,15,14,20,25,29,23,31,30,28,26,24,27,39,38,36,37,40,32,35,33,34,43,41,42,47,49,45,44,48,46
36,33,32,35,34,39,40,37,38,46,41,43,47,48,42,49,44,45,52,57,54,55,53,56,51,58,50,66,65,61,60,59,64,67,62,63,70,68,71,74,73,76,69,75,72,79,3,81,1,80,4,78,77,2,7,11,5,13,12,10,8,6,9,21,20,18,19,22,14,17,15,16,25,23,24,29,31,27,26,30,28
45,42,41,44,43,48,49,46,47,55,50,52,56,57,51,58,53,54,61,66,63,64,62,65,60,67,59,75,74,70,69,68,73,76,71,72,79,77,80,2,1,4,78,3,81,7,12,9,10,8,13,6,5,11,16,20,14,22,21,19,17,15,18,30,29,27,28,31,23,26,24,25,34,32,33,38,40,36,35,39,37
63,60,59,62,61,66,67,64,65,73,68,70,74,75,69,76,71,72,79,3,81,1,80,2,78,4,77,12,11,7,6,5,10,13,8,9,16,14,17,20,19,22,15,21,18,25,30,27,28,26,31,24,23,29,34,38,32,40,39,37,35,33,36,48,47,45,46,49,41,44,42,43,52,50,51,56,58,54,53,57,55
72,69,68,71,70,75,76,73,74,1,77,79,2,3,78,4,80,81,7,12,9,10,8,11,6,13,5,21,20,16,15,14,19,22,17,18,25,23,26,29,28,31,24,30,27,34,39,36,37,35,40,33,32,38,43,47,41,49,48,46,44,42,45,57,56,54,55,58,50,53,51,52,61,59,60,65,67,63,62,66,64
27,24,23,26,25,30,31,28,29,37,32,34,38,39,33,40,35,36,43,48,45,46,44,47,42,49,41,57,56,52,51,50,55,58,53,54,61,59,62,65,64,67,60,66,63,70,75,72,73,71,76,69,68,74,79,2,77,4,3,1,80,78,81,12,11,9,10,13,5,8,6,7,16,14,15,20,22,18,17,21,19
18,15,14,17,16,21,22,19,20,28,23,25,29,30,24,31,26,27,34,39,36,37,35,38,33,40,32,48,47,43,42,41,46,49,44,45,52,50,53,56,55,58,51,57,54,61,66,63,64,62,67,60,59,65,70,74,68,76,75,73,71,69,72,3,2,81,1,4,77,80,78,79,7,5,6,11,13,9,8,12,10
9,6,5,8,7,12,13,10,11,19,14,16,20,21,15,22,17,18,25,30,27,28,26,29,24,31,23,39,38,34,33,32,37,40,35,36,43,41,44,47,46,49,42,48,45,52,57,54,55,53,58,51,50,56,61,65,59,67,66,64,62,60,63,75,74,72,73,76,68,71,69,70,79,77,78,2,4,81,80,3,1
37,34,33,36,35,40,41,38,39,47,42,44,48,49,43,50,45,46,53,58,55,56,54,57,52,59,51,67,66,62,61,60,65,68,63,64,71,69,72,75,74,77,70,76,73,80,4,1,2,81,5,79,78,3,8,12,6,14,13,11,9,7,10,22,21,19,20,23,15,18,16,17,26,24,25,30,32,28,27,31,29
73,70,69,72,71,76,77,74,75,2,78,80,3,4,79,5,81,1,8,13,10,11,9,12,7,14,6,22,21,17,16,15,20,23,18,19,26,24,27,30,29,32,25,31,28,35,40,37,38,36,41,34,33,39,44,48,42,50,49,47,45,43,46,58,57,55,56,59,51,54,52,53,62,60,61,66,68,64,63,67,65
64,61,60,63,62,67,68,65,66,74,69,71,75,76,70,77,72,73,80,4,1,2,81,3,79,5,78,13,12,8,7,6,11,14,9,10,17,15,18,21,20,23,16,22,19,26,31,28,29,27,32,25,24,30,35,39,33,41,40,38,36,34,37,49,48,46,47,50,42,45,43,44,53,51,52,57,59,55,54,58,56
28,25,24,27,26,31,32,29,30,38,33,35,39,40,34,41,36,37,44,49,46,47,45,48,43,50,42,58,57,53,52,51,56,59,54,55,62,60,63,66,65,68,61,67,64,71,76,73,74,72,77,70,69,75,80,3,78,5,4,2,81,79,1,13,12,10,11,14,6,9,7,8,17,15,16,21,23,19,18,22,20
19,16,15,18,17,22,23,20,21,29,24,26,30,31,25,32,27,28,35,40,37,38,36,39,34,41,33,49,48,44,43,42,47,50,45,46,53,51,54,57,56,59,52,58,55,62,67,64,65,63,68,61,60,66,71,75,69,77,76,74,72,70,73,4,3,1,2,5,78,81,79,80,8,6,7,12,14,10,9,13,11
46,43,42,45,44,49,50,47,48,56,51,53,57,58,52,59,54,55,62,67,64,65,63,66,61,68,60,76,75,71,70,69,74,77,72,73,80,78,81,3,2,5,79,4,1,8,13,10,11,9,14,7,6,12,17,21,15,23,22,20,18,16,19,31,30,28,29,32,24,27,25,26,35,33,34,39,41,37,36,40,38
1,79,78,81,80,4,5,2,3,11,6,8,12,13,7,14,9,10,17,22,19,20,18,21,16,23,15,31,30,26,25,24,29,32,27,28,35,33,36,39,38,41,34,40,37,44,49,46,47,45,50,43,42,48,53,57,51,59,58,56,54,52,55,67,66,64,65,68,60,63,61,62,71,69,70,75,77,73,72,76,74
10,7,6,9,8,13,14,11,12,20,15,17,21,22,16,23,18,19,26,31,28,29,27,30,25,32,24,40,39,35,34,33,38,41,36,37,44,42,45,48,47,50,43,49,46,53,58,55,56,54,59,52,51,57,62,66,60,68,67,65,63,61,64,76,75,73,74,77,69,72,70,71,80,78,79,3,5,1,81,4,2
55,52,51,54,53,58,59,56,57,65,60,62,66,67,61,68,63,64,71,76,73,74,72,75,70,77,69,4,3,80,79,78,2,5,81,1,8,6,9,12,11,14,7,13,10,17,22,19,20,18,23,16,15,21,26,30,24,32,31,29,27,25,28,40,39,37,38,41,33,36,34,35,44,42,43,48,50,46,45,49,47
56,53,52,55,54,59,60,57,58,66,61,63,67,68,62,69,64,65,72,77,74,75,73,76,71,78,70,5,4,81,80,79,3,6,1,2,9,7,10,13,12,15,8,14,11,18,23,20,21,19,24,17,16,22,27,31,25,33,32,30,28,26,29,41,40,38,39,42,34,37,35,36,45,43,44,49,51,47,46,50,48
20,17,16,19,18,23,24,21,22,30,25,27,31,32,26,33,28,29,36,41,38,39,37,40,35,42,34,50,49,45,44,43,48,51,46,47,54,52,55,58,57,60,53,59,56,63,68,65,66,64,69,62,61,67,72,76,70,78,77,75,73,71,74,5,4,2,3,6,79,1,80,81,9,7,8,13,15,11,10,14,12
74,71,70,73,72,77,78,75,76,3,79,81,4,5,80,6,1,2,9,14,11,12,10,13,8,15,7,23,22,18,17,16,21,24,19,20,27,25,28,31,30,33,26,32,29,36,41,38,39,37,42,35,34,40,45,49,43,51,50,48,46,44,47,59,58,56,57,60,52,55,53,54,63,61,62,67,69,65,64,68,66
38,35,34,37,36,41,42,39,40,48,43,45,49,50,44,51,46,47,54,59,56,57,55,58,53,60,52,68,67,63,62,61,66,69,64,65,72,70,73,76,75,78,71,77,74,81,5,2,3,1,6,80,79,4,9,13,7,15,14,12,10,8,11,23,22,20,21,24,16,19,17,18,27,25,26,31,33,29,28,32,30
2,80,79,1,81,5,6,3,4,12,7,9,13,14,8,15,10,11,18,23,20,21,19,22,17,24,16,32,31,27,26,25,30,33,28,29,36,34,37,40,39,42,35,41,38,45,50,47,48,46,51,44,43,49,54,58,52,60,59,57,55,53,56,68,67,65,66,69,61,64,62,63,72,70,71,76,78,74,73,77,75
47,44,43,46,45,50,51,48,49,57,52,54,58,59,53,60,55,56,63,68,65,66,64,67,62,69,61,77,76,72,71,70,75,78,73,74,81,79,1,4,3,6,80,5,2,9,14,11,12,10,15,8,7,13,18,22,16,24,23,21,19,17,20,32,31,29,30,33,25,28,26,27,36,34,35,40,42,38,37,41,39
11,8,7,10,9,14,15,12,13,21,16,18,22,23,17,24,19,20,27,32,29,30,28,31,26,33,25,41,40,36,35,34,39,42,37,38,45,43,46,49,48,51,44,50,47,54,59,56,57,55,60,53,52,58,63,67,61,69,68,66,64,62,65,77,76,74,75,78,70,73,71,72,81,79,80,4,6,2,1,5,3
29,26,25,28,27,32,33,30,31,39,34,36,40,41,35,42,37,38,45,50,47,48,46,49,44,51,43,59,58,54,53,52,57,60,55,56,63,61,64,67,66,69,62,68,65,72,77,74,75,73,78,71,70,76,81,4,79,6,5,3,1,80,2,14,13,11,12,15,7,10,8,9,18,16,17,22,24,20,19,23,21
65,62,61,64,63,68,69,66,67,75,70,72,76,77,71,78,73,74,81,5,2,3,1,4,80,6,79,14,13,9,8,7,12,15,10,11,18,16,19,22,21,24,17,23,20,27,32,29,30,28,33,26,25,31,36,40,34,42,41,39,37,35,38,50,49,47,48,51,43,46,44,45,54,52,53,58,60,56,55,59,57
30,27,26,29,28,33,34,31,32,40,35,37,41,42,36,43,38,39,46,51,48,49,47,50,45,52,44,60,59,55,54,53,58,61,56,57,64,62,65,68,67,70,63,69,66,73,78,75,76,74,79,72,71,77,1,5,80,7,6,4,2,81,3,15,14,12,13,16,8,11,9,10,19,17,18,23,25,21,20,24,22
48,45,44,47,46,51,52,49,50,58,53,55,59,60,54,61,56,57,64,69,66,67,65,68,63,70,62,78,77,73,72,71,76,79,74,75,1,80,2,5,4,7,81,6,3,10,15,12,13,11,16,9,8,14,19,23,17,25,24,22,20,18,21,33,32,30,31,34,26,29,27,28,37,35,36,41,43,39,38,42,40
66,63,62,65,64,69,70,67,68,76,71,73,77,78,72,79,74,75,1,6,3,4,2,5,81,7,80,15,14,10,9,8,13,16,11,12,19,17,20,23,22,25,18,24,21,28,33,30,31,29,34,27,26,32,37,41,35,43,42,40,38,36,39,51,50,48,49,52,44,47,45,46,55,53,54,59,61,57,56,60,58
3,81,80,2,1,6,7,4,5,13,8,10,14,15,9,16,11,12,19,24,21,22,20,23,18,25,17,33,32,28,27,26,31,34,29,30,37,35,38,41,40,43,36,42,39,46,51,48,49,47,52,45,44,50,55,59,53,61,60,58,56,54,57,69,68,66,67,70,62,65,63,64,73,71,72,77,79,75,74,78,76
12,9,8,11,10,15,16,13,14,22,17,19,23,24,18,25,20,21,28,33,30,31,29,32,27,34,26,42,41,37,36,35,40,43,38,39,46,44,47,50,49,52,45,51,48,55,60,57,58,56,61,54,53,59,64,68,62,70,69,67,65,63,66,78,77,75,76,79,71,74,72,73,1,80,81,5,7,3,2,6,4
21,18,17,20,19,24,25,22,23,31,26,28,32,33,27,34,29,30,37,42,39,40,38,41,36,43,35,51,50,46,45,44,49,52,47,48,55,53,56,59,58,61,54,60,57,64,69,66,67,65,70,63,62,68,73,77,71,79,78,76,74,72,75,6,5,3,4,7,80,2,81,1,10,8,9,14,16,12,11,15,13
75,72,71,74,73,78,79,76,77,4,80,1,5,6,81,7,2,3,10,15,12,13,11,14,9,16,8,24,23,19,18,17,22,25,20,21,28,26,29,32,31,34,27,33,30,37,42,39,40,38,43,36,35,41,46,50,44,52,51,49,47,45,48,60,59,57,58,61,53,56,54,55,64,62,63,68,70,66,65,69,67
39,36,35,38,37,42,43,40,41,49,44,46,50,51,45,52,47,48,55,60,57,58,56,59,54,61,53,69,68,64,63,62,67,70,65,66,73,71,74,77,76,79,72,78,75,1,6,3,4,2,7,81,80,5,10,14,8,16,15,13,11,9,12,24,23,21,22,25,17,20,18,19,28,26,27,32,34,30,29,33,31
57,54,53,56,55,60,61,58,59,67,62,64,68,69,63,70,65,66,73,78,75,76,74,77,72,79,71,6,5,1,81,80,4,7,2,3,10,8,11,14,13,16,9,15,12,19,24,21,22,20,25,18,17,23,28,32,26,34,33,31,29,27,30,42,41,39,40,43,35,38,36,37,46,44,45,50,52,48,47,51,49
49,46,45,48,47,52,53,50,51,59,54,56,60,61,55,62,57,58,65,70,67,68,66,69,64,71,63,79,78,74,73,72,77,80,75,76,2,81,3,6,5,8,1,7,4,11,16,13,14,12,17,10,9,15,20,24,18,26,25,23,21,19,22,34,33,31,32,35,27,30,28,29,38,36,37,42,44,40,39,43,41
22,19,18,21,20,25,26,23,24,32,27,29,33,34,28,35,30,31,38,43,40,41,39,42,37,44,36,52,51,47,46,45,50,53,48,49,56,54,57,60,59,62,55,61,58,65,70,67,68,66,71,64,63,69,74,78,72,80,79,77,75,73,76,7,6,4,5,8,81,3,1,2,11,9,10,15,17,13,12,16,14
31,28,27,30,29,34,35,32,33,41,36,38,42,43,37,44,39,40,47,52,49,50,48,51,46,53,45,61,60,56,55,54,59,62,57,58,65,63,66,69,68,71,64,70,67,74,79,76,77,75,80,73,72,78,2,6,81,8,7,5,3,1,4,16,15,13,14,17,9,12,10,11,20,18,19,24,26,22,21,25,23
67,64,63,66,65,70,71,68,69,77,72,74,78,79,73,80,75,76,2,7,4,5,3,6,1,8,81,16,15,11,10,9,14,17,12,13,20,18,21,24,23,26,19,25,22,29,34,31,32,30,35,28,27,33,38,42,36,44,43,41,39,37,40,52,51,49,50,53,45,48,46,47,56,54,55,60,62,58,57,61,59
4,1,81,3,2,7,8,5,6,14,9,11,15,16,10,17,12,13,20,25,22,23,21,24,19,26,18,34,33,29,28,27,32,35,30,31,38,36,39,42,41,44,37,43,40,47,52,49,50,48,53,46,45,51,56,60,54,62,61,59,57,55,58,70,69,67,68,71,63,66,64,65,74,72,73,78,80,76,75,79,77
58,55,54,57,56,61,62,59,60,68,63,65,69,70,64,71,66,67,74,79,76,77,75,78,73,80,72,7,6,2,1,81,5,8,3,4,11,9,12,15,14,17,10,16,13,20,25,22,23,21,26,19,18,24,29,33,27,35,34,32,30,28,31,43,42,40,41,44,36,39,37,38,47,45,46,51,53,49,48,52,50
40,37,36,39,38,43,44,41,42,50,45,47,51,52,46,53,48,49,56,61,58,59,57,60,55,62,54,70,69,65,64,63,68,71,66,67,74,72,75,78,77,80,73,79,76,2,7,4,5,3,8,1,81,6,11,15,9,17,16,14,12,10,13,25,24,22,23,26,18,21,19,20,29,27,28,33,35,31,30,34,32
13,10,9,12,11,16,17,14,15,23,18,20,24,25,19,26,21,22,29,34,31,32,30,33,28,35,27,43,42,38,37,36,41,44,39,40,47,45,48,51,50,53,46,52,49,56,61,58,59,57,62,55,54,60,65,69,63,71,70,68,66,64,67,79,78,76,77,80,72,75,73,74,2,81,1,6,8,4,3,7,5
76,73,72,75,74,79,80,77,78,5,81,2,6,7,1,8,3,4,11,16,13,14,12,15,10,17,9,25,24,20,19,18,23,26,21,22,29,27,30,33,32,35,28,34,31,38,43,40,41,39,44,37,36,42,47,51,45,53,52,50,48,46,49,61,60,58,59,62,54,57,55,56,65,63,64,69,71,67,66,70,68
